item,reason
13316,no-data
13339,no-data
13319,no-data
13312,no-data
13342,no-data
13362,no-data
13363,no-data
13364,no-data
13343,no-data
13341,no-data
13330,no-data
13367,no-data
13406,no-data
13407,no-data
13365,no-data
13366,no-data
13460,no-data
13472,no-data
13477,no-data
13480,no-data
13481,stale
13500,no-data
13504,no-data
13516,no-data
13586,no-data
13623,no-data
13609,no-data
13622,no-data
13611,no-data
13625,no-data
13627,no-data
13628,no-data
13630,no-data
13642,no-data
13644,no-data
13643,no-data
13646,no-data
13648,no-data
13651,no-data
13610,no-data
13650,no-data
13653,no-data
13654,no-data
13649,no-data
13660,no-data
13664,no-data
13667,no-data
13668,no-data
13666,no-data
13663,no-data
13669,no-data
13671,no-data
13672,no-data
13665,no-data
13661,no-data
13673,no-data
13670,no-data
13676,no-data
13674,no-data
13675,no-data
13678,no-data
13677,no-data
13679,no-data
13682,no-data
13684,no-data
13685,no-data
13690,no-data
13686,no-data
13691,no-data
13692,no-data
13693,no-data
13694,no-data
13696,no-data
13697,no-data
13687,no-data
13706,no-data
13707,no-data
13709,no-data
13710,no-data
13708,no-data
13695,no-data
13698,no-data
13705,no-data
13714,no-data
13711,no-data
13716,no-data
13715,no-data
13713,no-data
13712,no-data
13718,no-data
13719,no-data
13717,no-data
13721,no-data
13816,no-data
13814,no-data
13817,stale
13818,no-data
13819,no-data
13820,no-data
13842,no-data
13843,no-data
13846,no-data
13847,no-data
13821,stale
13854,no-data
13855,no-data
13848,no-data
13849,no-data
13845,no-data
13844,no-data
13861,no-data
13867,no-data
13859,no-data
13862,no-data
13881,no-data
13891,no-data
13880,no-data
13896,no-data
13899,no-data
13900,no-data
13894,no-data
13906,no-data
13905,no-data
13904,stale
13913,stale
13916,no-data
13915,stale
13918,no-data
13985,no-data
14044,no-data
14082,no-data
14062,no-data
14084,no-data
14083,no-data
14085,no-data
14092,no-data
14105,no-data
14104,no-data
14118,no-data
14128,no-data
14130,no-data
14136,no-data
14138,no-data
14137,no-data
14140,no-data
14143,stale
14139,no-data
14141,no-data
14142,stale
14146,no-data
14144,stale
14363,no-data
14384,no-data
14385,no-data
14386,no-data
14383,no-data
14388,no-data
14387,no-data
14382,no-data
14475,no-data
14481,no-data
14524,no-data
14527,no-data
14532,no-data
14534,no-data
14533,no-data
14550,no-data
14556,no-data
14535,no-data
14575,no-data
14586,no-data
14597,no-data
14618,no-data
14642,no-data
14692,no-data
14698,no-data
14697,no-data
14699,no-data
14696,no-data
14701,no-data
14702,no-data
14700,no-data
14704,no-data
14694,no-data
14703,no-data
14706,no-data
14707,no-data
14705,no-data
14820,no-data
14819,no-data
14818,no-data
14823,no-data
14824,no-data
14822,no-data
14836,no-data
14837,no-data
14873,no-data
14871,no-data
14874,no-data
14875,no-data
14870,no-data
14877,no-data
14881,no-data
14880,no-data
14878,no-data
14882,no-data
14883,no-data
14884,no-data
14885,no-data
14879,no-data
14876,no-data
14887,no-data
14889,no-data
14888,no-data
14890,no-data
14891,no-data
14886,no-data
14893,no-data
15003,no-data
15047,no-data
15048,no-data
15049,no-data
15050,no-data
15060,no-data
15061,no-data
15056,no-data
15064,no-data
15058,no-data
15059,no-data
15066,no-data
15067,no-data
15071,stale
15057,no-data
15078,no-data
15076,no-data
15074,stale
15090,no-data
15095,no-data
15096,no-data
15141,no-data
15326,no-data
15327,no-data
15422,no-data
15423,no-data
15460,no-data
15756,no-data
15771,no-data
15798,no-data
15793,no-data
15807,no-data
15802,no-data
15809,no-data
15810,no-data
15811,no-data
15889,no-data
15769,no-data
15888,no-data
15904,no-data
15906,no-data
15910,no-data
15909,no-data
16004,no-data
16007,no-data
16005,no-data
16030,no-data
16032,no-data
16034,no-data
16027,no-data
16033,no-data
16031,no-data
16035,no-data
16028,no-data
16037,no-data
16036,no-data
16041,no-data
16029,no-data
16042,no-data
16047,no-data
16061,no-data
16063,no-data
16064,no-data
16073,no-data
16075,no-data
16074,no-data
16078,no-data
16070,no-data
16072,no-data
16082,no-data
16083,no-data
16071,no-data
16103,no-data
16102,no-data
16084,no-data
16086,no-data
16106,no-data
16085,no-data
16107,no-data
16108,no-data
16105,no-data
16109,no-data
16104,no-data
16116,no-data
16112,no-data
16117,no-data
16113,no-data
16121,no-data
16118,no-data
16119,no-data
16124,no-data
16120,no-data
16122,no-data
16125,no-data
16123,no-data
16127,no-data
16128,no-data
16126,no-data
16130,no-data
16129,no-data
16133,no-data
16134,no-data
16131,no-data
16132,no-data
16136,no-data
16138,no-data
16139,no-data
16140,no-data
16141,no-data
16137,no-data
16135,no-data
16143,no-data
16151,no-data
16155,no-data
16154,no-data
16156,no-data
16160,no-data
16162,no-data
16163,no-data
16153,no-data
16167,no-data
16165,no-data
16152,no-data
16168,no-data
16169,no-data
16172,no-data
16171,no-data
16164,no-data
16173,no-data
16174,no-data
16166,no-data
16176,no-data
16170,no-data
16177,no-data
16179,no-data
16175,no-data
16183,no-data
16184,no-data
16180,no-data
16181,no-data
16178,no-data
16182,no-data
16185,no-data
16186,no-data
16187,no-data
16212,no-data
16213,no-data
16582,no-data
16339,no-data
16664,no-data
16583,no-data
16792,no-data
16882,no-data
16884,no-data
16885,no-data
16971,no-data
16883,no-data
16979,no-data
16983,no-data
16984,no-data
16988,no-data
16980,no-data
16989,no-data
17013,no-data
17014,no-data
16982,no-data
17015,no-data
16999,no-data
17016,no-data
17163,no-data
17184,no-data
17185,no-data
17183,no-data
17162,no-data
17187,no-data
17189,no-data
17193,no-data
17195,no-data
17198,stale
17190,no-data
17197,stale
17199,no-data
17282,no-data
17302,no-data
17283,no-data
17305,no-data
17307,no-data
17304,no-data
17342,no-data
17343,no-data
17350,no-data
17344,no-data
17408,no-data
17412,no-data
17462,no-data
17482,no-data
17407,no-data
17463,no-data
17406,no-data
17704,no-data
17716,no-data
17721,no-data
17708,no-data
17729,no-data
17405,no-data
17827,no-data
17824,no-data
17826,no-data
17825,no-data
17828,no-data
17829,no-data
17832,no-data
17831,no-data
17834,no-data
17833,no-data
17835,no-data
17837,no-data
17836,no-data
17841,no-data
17840,no-data
17854,no-data
17855,no-data
17851,no-data
17857,no-data
17856,no-data
17859,no-data
17858,no-data
17846,no-data
17860,no-data
17862,no-data
17882,no-data
17884,no-data
17861,no-data
17883,no-data
17885,no-data
17887,no-data
17889,no-data
17890,no-data
17892,no-data
17848,no-data
17888,no-data
17893,no-data
17894,no-data
17895,no-data
17891,no-data
17896,no-data
17898,no-data
17897,no-data
17911,no-data
17942,no-data
17899,no-data
17964,no-data
17965,no-data
17968,no-data
17963,no-data
17910,no-data
17969,no-data
18023,no-data
17967,no-data
18164,no-data
18166,no-data
18167,no-data
18161,no-data
18165,no-data
18168,no-data
18162,no-data
18225,no-data
18154,no-data
18227,no-data
18231,stale
18230,no-data
18234,no-data
18237,no-data
18251,no-data
18263,no-data
18283,stale
18287,no-data
18293,no-data
18288,no-data
18282,no-data
18300,no-data
18407,no-data
18342,no-data
18408,no-data
18409,no-data
18405,no-data
18413,no-data
18419,no-data
18439,no-data
18431,no-data
18433,no-data
18341,no-data
18474,no-data
18446,no-data
18504,no-data
18486,no-data
18508,no-data
18509,no-data
18511,no-data
18510,stale
18506,no-data
18567,no-data
18596,no-data
18599,no-data
18644,no-data
18645,stale
18638,no-data
18651,no-data
18639,no-data
18666,no-data
18664,no-data
18668,no-data
18669,no-data
18671,no-data
18673,no-data
18676,no-data
18677,no-data
18667,no-data
18678,no-data
18675,no-data
18732,no-data
18733,no-data
18764,no-data
18966,no-data
18964,no-data
18965,no-data
18983,no-data
18963,no-data
19008,no-data
19009,no-data
19012,no-data
19010,no-data
19013,no-data
19014,no-data
19007,no-data
19011,no-data
19015,no-data
19043,no-data
19049,no-data
19047,no-data
19026,no-data
19048,no-data
19050,no-data
19056,no-data
19053,no-data
19058,no-data
19044,no-data
19063,no-data
19059,no-data
19052,no-data
19057,no-data
19166,no-data
19165,no-data
19169,stale
19168,no-data
19170,no-data
19184,no-data
19186,no-data
19187,no-data
19163,no-data
19185,no-data
19190,no-data
19192,no-data
19188,no-data
19193,no-data
19191,no-data
19189,no-data
19196,no-data
19201,no-data
19198,no-data
19214,no-data
19222,no-data
19223,no-data
19224,no-data
19225,no-data
19226,no-data
19197,no-data
19286,no-data
19285,no-data
19291,stale
19294,no-data
19296,no-data
19297,no-data
19298,no-data
19300,no-data
19313,no-data
19305,no-data
19404,no-data
19306,no-data
19314,no-data
19427,no-data
19359,no-data
19485,no-data
19484,no-data
19486,no-data
19487,no-data
19502,no-data
19503,no-data
19622,no-data
19504,no-data
19623,no-data
19488,no-data
19682,no-data
19683,no-data
19457,no-data
19684,no-data
19686,no-data
19483,no-data
19685,no-data
19662,no-data
19690,no-data
19687,no-data
19691,no-data
19689,no-data
19693,no-data
19688,no-data
19694,no-data
19742,no-data
19743,no-data
19692,no-data
19763,no-data
19695,no-data
19810,no-data
19811,no-data
19988,no-data
19985,no-data
19983,no-data
19981,no-data
19987,no-data
20002,no-data
19998,no-data
19999,no-data
20004,no-data
20007,no-data
20015,no-data
20016,no-data
20030,no-data
19980,no-data
20147,no-data
20148,no-data
20039,no-data
20133,no-data
20238,no-data
20146,no-data
20245,no-data
20149,no-data
20267,no-data
20259,no-data
20261,no-data
20280,no-data
20269,no-data
20285,no-data
20294,no-data
20295,no-data
20297,no-data
20311,no-data
20328,no-data
20300,no-data
20325,no-data
20324,no-data
20338,no-data
20339,no-data
20342,no-data
20314,no-data
20352,no-data
20364,no-data
20355,no-data
20417,no-data
20468,no-data
20423,no-data
20473,no-data
20476,no-data
20479,no-data
20478,no-data
20484,no-data
20486,no-data
20481,no-data
20412,no-data
20477,no-data
20480,no-data
20523,no-data
20499,no-data
20529,no-data
20538,no-data
20537,no-data
20539,no-data
20547,no-data
20550,no-data
20549,no-data
20583,no-data
20584,no-data
20592,no-data
20593,no-data
20595,no-data
20591,no-data
20594,no-data
20597,no-data
20596,no-data
20598,no-data
20588,no-data
20590,no-data
20652,no-data
20589,no-data
20656,no-data
20670,no-data
20667,no-data
20692,no-data
20695,no-data
20694,no-data
20718,no-data
20693,no-data
20708,no-data
20697,no-data
20737,no-data
20719,no-data
20720,no-data
20722,no-data
20721,no-data
20738,no-data
20751,no-data
20777,no-data
20776,no-data
20775,no-data
20785,no-data
20784,no-data
20773,no-data
20774,no-data
20786,no-data
20787,no-data
20770,no-data
20789,no-data
20790,no-data
20791,no-data
20792,no-data
20793,no-data
20788,no-data
20794,no-data
20795,no-data
20796,no-data
20811,no-data
20812,no-data
20813,no-data
20814,no-data
20819,no-data
20834,no-data
20842,no-data
20843,no-data
20844,no-data
20845,no-data
20846,no-data
20848,no-data
20850,no-data
20849,no-data
20829,no-data
20847,no-data
20851,no-data
20852,no-data
20853,no-data
20857,no-data
20891,no-data
20895,no-data
20894,no-data
20893,no-data
20898,no-data
20905,no-data
20908,no-data
20902,no-data
20914,no-data
20916,no-data
20903,no-data
20917,no-data
20918,no-data
20920,no-data
20919,no-data
20922,no-data
20921,no-data
20956,no-data
20962,no-data
20965,no-data
20968,no-data
20972,no-data
20957,no-data
20981,no-data
20977,no-data
20983,no-data
20979,no-data
20984,no-data
20986,no-data
20987,no-data
20985,no-data
20988,no-data
20989,no-data
20990,no-data
21003,no-data
21005,no-data
21002,no-data
21009,no-data
21010,no-data
21007,no-data
21022,no-data
21023,stale
21021,no-data
21020,no-data
21024,no-data
21026,no-data
21034,no-data
21030,no-data
21025,no-data
21031,no-data
21036,no-data
21035,no-data
21045,no-data
21047,no-data
21046,no-data
21033,no-data
21051,no-data
21052,no-data
21054,no-data
21048,no-data
21050,no-data
21053,no-data
21049,no-data
21056,no-data
21055,no-data
21062,no-data
21065,no-data
21066,no-data
21058,no-data
21070,no-data
21069,no-data
21068,no-data
21067,no-data
21064,no-data
21079,no-data
21075,no-data
21085,no-data
21081,no-data
21082,no-data
21087,no-data
21086,no-data
21088,no-data
21089,no-data
21084,no-data
21090,no-data
21091,no-data
21080,no-data
21093,no-data
21092,no-data
21096,no-data
21098,no-data
21083,no-data
21097,no-data
21121,no-data
21094,no-data
21122,no-data
21113,no-data
21129,no-data
21123,no-data
21095,no-data
21135,no-data
21142,no-data
21150,no-data
21140,no-data
21169,no-data
21163,no-data
21168,no-data
21170,no-data
21173,no-data
21172,no-data
21193,no-data
21214,no-data
21195,no-data
21239,no-data
21231,no-data
21228,no-data
21243,no-data
21267,no-data
21274,no-data
21280,no-data
21233,no-data
21234,no-data
21279,no-data
21282,no-data
21283,no-data
21281,no-data
21278,no-data
21286,no-data
21285,no-data
21284,no-data
21287,no-data
21288,no-data
21289,no-data
21290,no-data
21292,no-data
21293,no-data
21297,stale
21296,no-data
21298,no-data
21294,no-data
21300,stale
21299,no-data
21295,no-data
21302,no-data
21303,no-data
21306,stale
21304,no-data
21307,no-data
21369,no-data
21342,no-data
21425,no-data
21424,no-data
21429,no-data
21427,no-data
21428,no-data
21430,no-data
21432,no-data
21431,no-data
21434,no-data
21435,no-data
21433,no-data
21439,no-data
21440,no-data
21441,no-data
21437,no-data
21448,no-data
21449,no-data
21451,no-data
21450,no-data
21465,no-data
21549,no-data
21426,no-data
21550,no-data
21548,no-data
21553,no-data
21555,no-data
21551,no-data
21554,no-data
21556,no-data
21560,no-data
21564,no-data
21572,no-data
21569,no-data
21573,no-data
21574,no-data
21570,no-data
21577,no-data
21629,no-data
21630,no-data
21632,no-data
21631,no-data
21633,no-data
21636,no-data
21634,no-data
21638,no-data
21628,no-data
21637,no-data
21642,no-data
21643,no-data
21591,no-data
21644,no-data
21641,no-data
21649,no-data
21653,no-data
21654,no-data
21655,no-data
21657,no-data
21659,no-data
21660,no-data
21661,no-data
21714,no-data
21716,no-data
21737,no-data
21738,no-data
21759,no-data
21772,no-data
21773,no-data
21766,no-data
21774,no-data
21782,no-data
21780,no-data
21779,no-data
21792,no-data
21794,no-data
21786,no-data
21796,no-data
21785,no-data
21797,no-data
21795,no-data
21798,no-data
21799,no-data
21793,no-data
21800,no-data
21802,no-data
21804,no-data
21817,no-data
21818,no-data
21819,no-data
21816,no-data
21820,no-data
21822,no-data
21821,no-data
21829,no-data
21832,no-data
21823,no-data
21830,no-data
21834,no-data
21831,no-data
21835,no-data
21833,no-data
21857,no-data
21860,no-data
21865,no-data
21863,stale
21869,stale
21871,stale
21866,stale
21867,stale
21868,no-data
21870,no-data
21874,stale
21875,no-data
21878,no-data
21879,no-data
21883,no-data
21922,no-data
21950,no-data
21951,no-data
21961,no-data
21965,no-data
21968,no-data
21967,no-data
21958,no-data
21969,no-data
21970,no-data
21971,no-data
21972,no-data
21976,no-data
21974,no-data
21977,no-data
21973,no-data
21978,no-data
21975,no-data
21980,no-data
21992,no-data
21981,no-data
22012,no-data
22019,no-data
21993,no-data
21979,no-data
22018,no-data
22022,no-data
22020,no-data
22021,no-data
22027,no-data
22033,no-data
22034,no-data
22030,no-data
22029,no-data
22036,no-data
22037,no-data
22038,no-data
22031,no-data
22041,no-data
22042,no-data
22040,no-data
22032,no-data
22045,no-data
22035,no-data
22043,no-data
22054,no-data
22055,no-data
22058,no-data
22039,no-data
22103,no-data
22104,no-data
22117,no-data
22105,no-data
22119,no-data
22122,no-data
22118,no-data
22123,no-data
22125,no-data
22124,no-data
22121,no-data
22130,no-data
22129,no-data
22120,no-data
22140,no-data
22127,no-data
22141,no-data
22136,no-data
22143,no-data
22144,no-data
22142,no-data
22147,no-data
22157,no-data
22161,no-data
22162,no-data
22163,no-data
22164,no-data
22166,no-data
22156,no-data
22159,no-data
22165,no-data
22160,no-data
22167,no-data
22169,no-data
22168,no-data
22158,no-data
22170,no-data
22171,no-data
22172,no-data
22173,no-data
22174,no-data
22176,no-data
22178,no-data
22191,no-data
22175,no-data
22177,no-data
22195,no-data
22194,no-data
22196,no-data
22197,no-data
22199,no-data
22210,no-data
22198,no-data
22213,no-data
22200,no-data
22215,no-data
22211,no-data
22218,no-data
22222,no-data
22261,no-data
22263,no-data
22262,no-data
22293,no-data
22294,no-data
22288,no-data
22291,no-data
22295,no-data
22292,no-data
22296,no-data
22299,no-data
22300,no-data
22297,no-data
22289,no-data
22298,no-data
22290,no-data
22323,no-data
22341,no-data
22346,no-data
22316,no-data
22324,no-data
22383,no-data
22384,no-data
22385,no-data
22454,no-data
22455,no-data
22453,no-data
22584,no-data
22564,no-data
22586,no-data
22587,no-data
22588,no-data
22585,no-data
22596,no-data
22643,no-data
22652,no-data
22654,no-data
22655,no-data
22658,no-data
22660,no-data
22661,no-data
22663,no-data
22662,no-data
22664,no-data
22666,no-data
22665,no-data
22669,no-data
22670,no-data
22682,no-data
22724,no-data
22709,no-data
22671,no-data
22738,no-data
22756,no-data
22758,no-data
22751,no-data
22759,no-data
22761,no-data
22760,no-data
22757,no-data
22763,no-data
22847,stale
22895,no-data
23052,no-data
23093,no-data
23091,no-data
23092,no-data
23022,no-data
23102,no-data
23097,no-data
23106,stale
23135,no-data
23131,no-data
23140,no-data
23141,no-data
23137,no-data
23174,no-data
23157,no-data
23202,no-data
23204,no-data
23209,no-data
23159,no-data
23212,no-data
23213,no-data
23210,no-data
23225,no-data
23208,no-data
23232,no-data
23230,no-data
23224,no-data
23158,no-data
23236,no-data
23233,no-data
23240,no-data
23241,no-data
23234,no-data
23245,no-data
23328,no-data
23321,no-data
23322,no-data
23331,no-data
23332,no-data
23333,no-data
23335,no-data
23330,no-data
23344,no-data
23235,no-data
23351,no-data
23346,no-data
23347,no-data
23364,no-data
23362,no-data
23366,no-data
23363,no-data
23369,no-data
23388,no-data
23428,no-data
23418,no-data
23419,no-data
23416,no-data
23450,no-data
23463,no-data
23470,no-data
23472,no-data
23474,no-data
23471,no-data
23477,no-data
23475,no-data
23479,no-data
23478,no-data
23481,no-data
23508,stale
23510,stale
23512,no-data
23511,no-data
23513,stale
23514,no-data
23509,stale
23515,no-data
23507,stale
23516,no-data
23517,stale
23506,no-data
23518,no-data
23519,no-data
23520,no-data
23521,no-data
23522,no-data
23523,no-data
23524,no-data
23527,stale
23526,no-data
23530,no-data
23531,no-data
23525,stale
23532,no-data
23537,stale
23536,no-data
23538,stale
23535,no-data
23533,no-data
23539,no-data
23540,no-data
23544,no-data
23546,no-data
23543,no-data
23555,no-data
23554,no-data
23567,no-data
23556,no-data
23542,no-data
23576,no-data
23578,no-data
23579,no-data
23583,no-data
23616,no-data
23641,no-data
23647,no-data
23649,no-data
23648,no-data
23651,no-data
23696,no-data
23698,no-data
23684,no-data
23700,no-data
23701,no-data
23704,no-data
23708,no-data
23699,no-data
23683,no-data
23741,no-data
23747,no-data
23761,no-data
23766,stale
23770,no-data
23812,no-data
23813,no-data
23822,no-data
23823,no-data
23824,no-data
23820,no-data
23840,no-data
23825,no-data
23831,no-data
23832,no-data
23858,no-data
23866,stale
23862,no-data
23864,no-data
23867,no-data
23895,no-data
23872,no-data
23905,no-data
23885,no-data
23906,no-data
23889,no-data
23907,no-data
23865,no-data
23857,no-data
23908,no-data
23912,no-data
23915,no-data
23916,no-data
23911,no-data
23913,no-data
23918,no-data
23914,no-data
23917,no-data
23920,no-data
23921,no-data
23922,no-data
23938,no-data
23940,no-data
23943,no-data
23942,no-data
23957,no-data
23961,no-data
23962,no-data
23963,no-data
23954,no-data
23955,no-data
23964,no-data
23966,no-data
23967,no-data
23968,no-data
23960,no-data
23965,no-data
23958,no-data
23971,no-data
23970,no-data
23959,no-data
23974,no-data
23973,no-data
23972,no-data
23975,no-data
23969,no-data
23976,no-data
23982,no-data
23979,no-data
23980,no-data
23991,no-data
23977,no-data
23992,no-data
23978,no-data
23988,no-data
23998,no-data
24011,no-data
24012,no-data
23993,no-data
23996,no-data
24016,no-data
24015,no-data
24018,no-data
24014,no-data
24019,no-data
24017,no-data
24013,no-data
24036,stale
24038,no-data
24034,no-data
24068,no-data
24071,no-data
24070,no-data
24079,no-data
24082,no-data
24095,no-data
24093,no-data
24098,no-data
24097,no-data
24100,no-data
24089,no-data
24106,no-data
24114,no-data
24144,no-data
24145,no-data
24186,stale
24187,no-data
24188,no-data
24191,no-data
24190,no-data
24146,no-data
24228,no-data
24229,no-data
24231,no-data
24232,no-data
24257,stale
24256,no-data
24258,stale
24255,stale
24259,no-data
24260,no-data
24261,no-data
24262,no-data
24263,no-data
24264,no-data
24267,no-data
24251,no-data
24266,no-data
24269,no-data
24250,no-data
24275,stale
24281,no-data
24282,no-data
24283,no-data
24288,no-data
24320,no-data
24319,no-data
24329,no-data
24331,no-data
24321,no-data
24377,no-data
24333,no-data
24345,no-data
24332,no-data
24404,no-data
24328,no-data
24410,no-data
24412,no-data
24420,no-data
24409,no-data
24418,no-data
24443,no-data
24327,no-data
24495,no-data
24491,no-data
24512,no-data
24518,no-data
24517,no-data
24521,no-data
24527,no-data
24525,no-data
24530,no-data
24531,no-data
24529,no-data
24548,no-data
24564,no-data
24565,no-data
24563,no-data
24562,no-data
24569,no-data
24568,no-data
24570,no-data
24566,no-data
24571,no-data
24537,no-data
24572,no-data
24541,no-data
24539,no-data
24577,no-data
24576,no-data
24690,no-data
24792,stale
24798,stale
24799,stale
24800,no-data
24910,no-data
24912,no-data
25020,no-data
25025,stale
25085,stale
25145,no-data
25155,stale
25159,no-data
25173,no-data
25225,no-data
25285,no-data
25323,stale
25337,stale
25338,no-data
25339,no-data
25341,no-data
25342,no-data
25343,no-data
25344,no-data
25346,no-data
25347,no-data
25348,no-data
25359,no-data
25361,no-data
25362,no-data
25364,no-data
25373,stale
25374,no-data
25379,no-data
25380,no-data
25377,no-data
25381,no-data
25389,no-data
25382,no-data
25393,no-data
25394,no-data
25395,no-data
25396,no-data
25399,no-data
25401,no-data
25413,no-data
25417,no-data
25418,no-data
25420,no-data
25421,no-data
25415,no-data
25427,no-data
25428,stale
25411,no-data
25429,no-data
25430,no-data
25412,no-data
25432,no-data
25431,no-data
25414,no-data
25435,no-data
25442,no-data
25443,no-data
25437,no-data
25441,no-data
25445,no-data
25440,no-data
25447,no-data
25444,no-data
25446,no-data
25455,no-data
25493,no-data
25497,no-data
25520,no-data
25457,no-data
25546,no-data
25467,no-data
25547,no-data
25466,no-data
25548,no-data
25627,no-data
25646,no-data
25587,no-data
25652,no-data
25625,no-data
25651,stale
25588,no-data
25626,no-data
25663,no-data
25665,no-data
25680,no-data
25681,stale
25689,stale
25692,no-data
25693,no-data
25690,stale
25679,no-data
25695,no-data
25698,no-data
25704,no-data
25697,stale
25798,no-data
25801,no-data
25758,no-data
25818,no-data
25839,no-data
25816,no-data
25800,no-data
25799,no-data
25859,no-data
25860,no-data
25874,no-data
25871,no-data
25861,no-data
25877,no-data
25873,no-data
25876,no-data
25890,stale
25888,no-data
25879,no-data
25896,stale
25885,no-data
26057,no-data
26061,no-data
26059,no-data
26060,no-data
26062,no-data
26063,no-data
26064,no-data
26067,no-data
26047,no-data
26065,no-data
26068,no-data
26056,no-data
26069,no-data
26070,no-data
26066,no-data
26072,no-data
26073,no-data
26071,no-data
26076,no-data
26077,no-data
26075,no-data
26079,no-data
26080,no-data
26058,no-data
26078,no-data
26087,no-data
26088,no-data
26083,no-data
26089,no-data
26090,no-data
26092,no-data
26093,no-data
26094,no-data
26096,no-data
26091,no-data
26099,no-data
26100,no-data
26097,no-data
26095,no-data
26107,no-data
26110,no-data
26113,no-data
26112,no-data
26111,no-data
26114,no-data
26109,no-data
26106,no-data
26115,no-data
26117,no-data
26116,no-data
26108,no-data
26119,no-data
26122,no-data
26123,no-data
26118,no-data
26121,no-data
26125,no-data
26120,no-data
26124,no-data
26126,no-data
26128,no-data
26130,no-data
26131,no-data
26132,no-data
26129,no-data
26135,no-data
26136,no-data
26127,no-data
26137,no-data
26134,no-data
26133,no-data
26138,no-data
26139,no-data
26141,no-data
26144,no-data
26151,no-data
26147,no-data
26148,no-data
26153,no-data
26152,no-data
26156,no-data
26154,no-data
26158,no-data
26155,no-data
26159,no-data
26150,no-data
26157,no-data
26166,no-data
26160,no-data
26171,no-data
26168,no-data
26167,no-data
26172,no-data
26174,no-data
26176,no-data
26173,no-data
26177,no-data
26179,no-data
26180,no-data
26178,no-data
26183,no-data
26182,no-data
26181,no-data
26184,no-data
26185,no-data
26186,no-data
26169,no-data
26192,no-data
26193,no-data
26194,no-data
26196,no-data
26191,no-data
26199,no-data
26198,no-data
26195,no-data
26197,no-data
26201,no-data
26200,no-data
26202,no-data
26210,no-data
26211,no-data
26212,no-data
26214,no-data
26213,no-data
26215,no-data
26216,no-data
26218,no-data
26207,no-data
26219,no-data
26221,no-data
26217,no-data
26223,no-data
26222,no-data
26224,no-data
26220,no-data
26225,no-data
26228,no-data
26227,no-data
26226,no-data
26231,no-data
26233,no-data
26232,no-data
26209,no-data
26229,no-data
26234,no-data
26238,no-data
26230,no-data
26239,no-data
26237,no-data
26240,no-data
26236,no-data
26242,no-data
26243,no-data
26244,no-data
26246,no-data
26247,no-data
26248,no-data
26245,no-data
26249,no-data
26250,no-data
26253,no-data
26260,no-data
26241,no-data
26259,no-data
26262,no-data
26264,no-data
26256,no-data
26265,no-data
26261,no-data
26274,no-data
26269,no-data
26272,no-data
26270,no-data
26276,no-data
26277,no-data
26278,no-data
26279,no-data
26275,no-data
26283,no-data
26281,no-data
26280,no-data
26273,no-data
26284,no-data
26282,no-data
26286,no-data
26288,no-data
26287,no-data
26291,no-data
26289,no-data
26290,no-data
26292,no-data
26285,no-data
26295,no-data
26293,no-data
26297,no-data
26294,no-data
26302,no-data
26304,no-data
26305,no-data
26300,no-data
26314,no-data
26315,no-data
26316,no-data
26320,no-data
26318,no-data
26321,no-data
26319,no-data
26312,no-data
26313,no-data
26317,no-data
26323,no-data
26324,no-data
26322,no-data
26325,no-data
26327,no-data
26330,no-data
26331,no-data
26332,no-data
26328,no-data
26333,no-data
26334,no-data
26335,no-data
26339,no-data
26336,no-data
26338,no-data
26341,no-data
26340,no-data
26342,no-data
26329,no-data
26326,no-data
26345,no-data
26347,no-data
26337,no-data
26346,no-data
26349,no-data
26351,no-data
26343,no-data
26352,no-data
26350,no-data
26348,no-data
26353,no-data
26354,no-data
26357,no-data
26359,no-data
26355,no-data
26360,no-data
26344,no-data
26371,no-data
26376,no-data
26374,no-data
26377,no-data
26379,no-data
26378,no-data
26369,no-data
26381,no-data
26382,no-data
26372,no-data
26375,no-data
26380,no-data
26383,no-data
26373,no-data
26384,no-data
26385,no-data
26387,no-data
26389,no-data
26392,no-data
26386,no-data
26390,no-data
26393,no-data
26394,no-data
26395,no-data
26396,no-data
26397,no-data
26391,no-data
26398,no-data
26403,no-data
26388,no-data
26399,no-data
26401,no-data
26400,no-data
26402,no-data
26405,no-data
26408,no-data
26409,no-data
26410,no-data
26411,no-data
26407,no-data
26406,no-data
26412,no-data
26413,no-data
26404,no-data
26414,no-data
26415,no-data
26425,no-data
26428,no-data
26426,no-data
26429,no-data
26435,no-data
26437,no-data
26436,no-data
26433,no-data
26438,no-data
26439,no-data
26441,no-data
26440,no-data
26442,no-data
26443,no-data
26424,no-data
26446,no-data
26444,no-data
26445,no-data
26447,no-data
26422,no-data
26448,no-data
26451,no-data
26453,no-data
26450,no-data
26452,no-data
26454,no-data
26456,no-data
26455,no-data
26458,no-data
26459,no-data
26449,no-data
26461,no-data
26460,no-data
26464,no-data
26457,no-data
26473,no-data
26471,no-data
26476,no-data
26472,no-data
26475,no-data
26474,no-data
26477,no-data
26478,no-data
26470,no-data
26469,no-data
26489,no-data
26490,no-data
26484,no-data
26491,no-data
26492,no-data
26485,no-data
26493,no-data
26494,no-data
26496,no-data
26495,no-data
26482,no-data
26488,no-data
26498,no-data
26499,no-data
26500,no-data
26501,no-data
26497,no-data
26503,no-data
26505,no-data
26507,no-data
26508,no-data
26506,no-data
26511,no-data
26512,no-data
26509,no-data
26510,no-data
26514,no-data
26515,no-data
